id,customer_age,occupation_type,relationship_status,education_background,has_credit_issue,mortgage_status,personal_loan_status,last_contact_month,day_of_week,contact_time_minutes,contact_attempt_count,days_since_prior_contact,prior_contact_count,prior_outcome_status,economic_activity_change,consumer_price_index,consumer_confidence_index,reference_interest_rate,employment_level_index,accepted_offer,is_repeat_customer,recent_contact_flag
31143,49,technician,divorced,high.school,no,yes,no,jul,thu,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0,0
36991,48,unknown,married,basic.9y,no,no,no,aug,mon,307,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0,0
18527,24,technician,single,professional.course,no,no,no,may,tue,240,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
29042,31,services,divorced,high.school,no,no,no,apr,mon,330,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
34254,40,blue-collar,married,basic.4y,no,no,no,jun,mon,258,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
16719,44,blue-collar,married,basic.9y,no,yes,yes,may,tue,247,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
17460,27,services,single,high.school,no,yes,no,jul,thu,211,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
10122,53,technician,married,professional.course,unknown,yes,no,may,fri,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
36953,35,management,married,university.degree,no,yes,no,nov,wed,265,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0,0
2701,33,blue-collar,married,basic.9y,no,yes,no,jul,tue,327,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
6681,39,technician,married,professional.course,no,no,no,may,thu,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0,0
25663,56,housemaid,divorced,high.school,no,yes,no,nov,thu,67,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,1,0
29356,34,blue-collar,married,basic.6y,unknown,yes,yes,may,fri,47,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0,0
40396,51,admin.,married,university.degree,unknown,yes,no,aug,tue,147,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
3361,32,technician,married,high.school,unknown,yes,no,aug,mon,73,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
12624,37,services,married,basic.9y,no,yes,no,may,thu,166,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0,0
16931,27,technician,single,university.degree,no,no,no,oct,wed,223,2,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,0,0,0
32342,32,blue-collar,married,basic.9y,no,yes,yes,apr,fri,482,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,1,0,0
16354,56,retired,married,high.school,no,yes,no,may,mon,106,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0,0
23462,46,services,married,high.school,no,yes,no,apr,wed,417,2,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,0,1,0
8081,39,blue-collar,married,basic.9y,no,yes,no,apr,wed,91,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0,0
31444,41,blue-collar,married,professional.course,unknown,yes,no,apr,fri,251,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
31080,35,unemployed,married,professional.course,no,yes,no,apr,thu,79,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0,0
36825,73,retired,married,basic.4y,no,unknown,unknown,aug,mon,160,3,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2,1,1,0
15325,47,blue-collar,married,basic.9y,no,yes,no,apr,mon,9,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
32909,40,blue-collar,married,basic.9y,no,yes,no,jun,mon,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0,0
10811,48,admin.,divorced,high.school,no,yes,no,nov,mon,309,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0
4588,30,services,divorced,high.school,no,unknown,unknown,may,fri,186,4,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,1,0
34480,40,blue-collar,married,basic.9y,no,no,yes,jul,tue,1135,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,1,0,0
35964,88,retired,divorced,basic.4y,no,no,no,oct,wed,512,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,1,1
4941,40,blue-collar,married,basic.9y,unknown,yes,no,apr,thu,283,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0,0
3671,42,housemaid,single,basic.4y,unknown,yes,no,may,tue,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
35901,38,entrepreneur,married,basic.9y,no,yes,no,jul,fri,53,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
29935,52,admin.,married,basic.4y,no,yes,no,nov,mon,74,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0
11765,48,admin.,married,university.degree,no,no,no,may,mon,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
39545,38,technician,divorced,high.school,no,no,no,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
4685,45,admin.,married,high.school,no,yes,no,oct,wed,1092,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0,0
19103,29,admin.,single,university.degree,no,no,no,jul,wed,129,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
34739,41,blue-collar,married,professional.course,no,yes,no,jun,fri,591,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
6505,46,blue-collar,divorced,basic.6y,no,unknown,unknown,jun,thu,45,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
25636,32,admin.,single,university.degree,no,yes,yes,aug,fri,309,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
17777,31,admin.,single,university.degree,no,no,no,nov,thu,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
39299,36,management,married,basic.6y,unknown,yes,no,jul,fri,124,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0,0
14510,50,admin.,married,high.school,no,no,no,may,wed,260,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
29570,29,technician,single,university.degree,no,no,no,jun,thu,442,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0,0
10932,34,blue-collar,married,basic.4y,no,no,yes,may,tue,289,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
17827,53,technician,married,professional.course,unknown,no,yes,aug,fri,225,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
18462,27,student,single,university.degree,unknown,no,no,may,fri,867,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
31537,59,retired,divorced,basic.4y,unknown,no,no,may,tue,273,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
33746,46,services,married,basic.4y,unknown,no,no,aug,tue,507,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0,0
34132,36,technician,single,professional.course,unknown,no,no,may,wed,1106,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
14378,54,services,married,unknown,no,yes,no,may,mon,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
8373,29,technician,single,basic.9y,no,unknown,unknown,apr,mon,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
4690,51,admin.,married,university.degree,unknown,yes,no,may,fri,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
20432,35,admin.,single,basic.4y,unknown,yes,no,may,wed,398,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
36101,29,services,single,high.school,unknown,yes,no,jul,fri,289,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
39050,42,technician,married,professional.course,no,yes,no,nov,mon,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0,0
13434,62,retired,married,university.degree,unknown,no,no,oct,fri,717,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0,0
37193,42,services,single,unknown,no,yes,no,jun,thu,626,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,0,0
37256,26,technician,single,university.degree,no,yes,yes,may,fri,173,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0,0
38166,50,blue-collar,married,basic.4y,unknown,yes,no,jul,mon,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
13688,56,retired,divorced,university.degree,no,yes,no,nov,tue,972,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0,0
28571,30,admin.,married,university.degree,no,yes,yes,may,mon,742,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0,0
10640,29,admin.,single,basic.6y,no,yes,no,may,fri,135,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,1,0
9971,46,self-employed,single,university.degree,unknown,no,no,apr,mon,438,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0,0,0
14185,72,retired,divorced,basic.4y,no,no,no,aug,mon,152,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0,0
20394,45,technician,married,high.school,no,no,no,jul,tue,58,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0,0,0
5512,30,unemployed,married,high.school,no,no,no,nov,tue,145,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0,0
29917,29,services,single,university.degree,no,yes,yes,may,fri,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
21393,39,services,married,high.school,no,yes,yes,may,wed,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0,0
40530,41,blue-collar,married,basic.6y,no,yes,no,may,thu,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0,0
5214,30,technician,married,basic.9y,no,yes,no,may,thu,7,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0,0
24101,31,admin.,single,university.degree,no,no,no,jul,mon,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
32860,23,student,single,university.degree,no,yes,no,nov,wed,172,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,1,1
22698,33,services,married,professional.course,no,yes,no,may,tue,335,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0,0
4623,51,technician,married,basic.9y,no,yes,no,may,tue,676,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
10507,46,services,married,unknown,unknown,no,no,aug,mon,458,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
25002,31,admin.,single,university.degree,no,yes,yes,nov,thu,90,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
7404,48,admin.,married,professional.course,no,no,no,aug,wed,265,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,0,0
6625,25,blue-collar,married,high.school,unknown,yes,no,jul,tue,94,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
25910,42,services,married,high.school,unknown,no,yes,jul,wed,198,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
11194,51,technician,married,professional.course,no,yes,no,aug,thu,1226,3,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,1,0,0
15148,51,blue-collar,married,basic.9y,no,yes,yes,jul,thu,151,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
29911,33,management,married,basic.9y,unknown,no,no,may,fri,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
40628,31,services,married,high.school,no,yes,no,nov,thu,220,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
34662,45,services,married,basic.4y,no,no,no,jul,tue,152,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
19908,33,technician,married,professional.course,no,no,no,aug,thu,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0,0
16324,33,services,married,university.degree,no,yes,no,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
38163,29,admin.,single,university.degree,no,yes,no,jul,wed,156,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
18160,40,services,married,high.school,no,yes,no,may,fri,288,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
4843,29,blue-collar,married,high.school,no,yes,yes,may,fri,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0,0
6575,31,admin.,single,university.degree,no,yes,no,aug,wed,86,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
34125,37,admin.,single,high.school,no,no,no,jul,mon,249,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
3472,34,management,married,university.degree,no,no,no,apr,fri,433,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
25725,49,admin.,married,high.school,no,no,no,aug,tue,15,13,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
20780,31,technician,single,unknown,no,unknown,unknown,jul,fri,177,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
21752,36,blue-collar,married,basic.4y,no,yes,no,may,thu,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0,0
35982,31,self-employed,single,university.degree,no,no,no,oct,fri,76,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,0,0
6634,50,entrepreneur,married,basic.9y,no,yes,no,nov,tue,100,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,1,0
13211,32,blue-collar,single,basic.6y,no,yes,no,may,mon,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
31820,36,technician,married,professional.course,no,yes,no,may,mon,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0,0
14517,30,admin.,single,university.degree,no,no,no,jun,fri,92,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0,0
33468,51,blue-collar,married,unknown,unknown,yes,no,jul,mon,377,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0,0
40390,58,retired,married,basic.9y,no,no,yes,may,fri,235,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,0,0
30214,41,housemaid,married,basic.4y,unknown,yes,no,jul,thu,350,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0,0
25974,41,blue-collar,divorced,basic.9y,no,no,no,aug,tue,102,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
24382,29,admin.,married,university.degree,unknown,yes,no,may,tue,379,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
20220,32,admin.,single,university.degree,no,yes,no,jul,fri,313,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
27538,39,admin.,single,high.school,no,no,no,jul,tue,48,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
23492,29,admin.,single,university.degree,no,yes,no,aug,fri,79,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0,0
1580,43,services,divorced,professional.course,no,no,no,may,mon,75,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0,0
7676,38,admin.,married,high.school,no,yes,no,may,wed,197,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0,0
37375,50,entrepreneur,married,basic.9y,no,yes,no,jun,thu,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0,0
37296,49,housemaid,married,basic.4y,unknown,yes,no,aug,wed,501,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0,0
91,25,student,single,high.school,no,yes,no,oct,mon,189,1,6,4,success,-1.1,94.601,-49.5,1.032,4963.6,0,1,1
34845,33,admin.,single,university.degree,no,no,no,aug,wed,154,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
830,30,management,married,basic.9y,no,yes,no,may,tue,298,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
24352,30,services,single,unknown,no,no,no,jun,mon,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0,0
21486,40,blue-collar,divorced,basic.9y,no,no,no,may,fri,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0,0
25210,37,services,divorced,basic.6y,no,yes,yes,jul,tue,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
11323,30,admin.,married,university.degree,no,no,no,aug,wed,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
10479,46,blue-collar,married,basic.6y,no,yes,yes,aug,tue,133,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
30247,43,admin.,married,university.degree,no,yes,no,jul,wed,122,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
14041,27,admin.,single,university.degree,no,yes,yes,jul,wed,91,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
20663,41,blue-collar,divorced,unknown,no,yes,no,jul,tue,351,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
11544,28,admin.,single,university.degree,no,yes,no,jun,wed,593,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0,0
39574,36,admin.,single,university.degree,no,no,no,may,tue,7,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0,0
10275,35,technician,married,professional.course,no,yes,no,may,thu,16,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,1,0
10701,35,technician,married,university.degree,no,yes,no,aug,wed,182,1,6,3,failure,-1.7,94.027,-38.3,0.9,4991.6,1,1,1
40565,40,admin.,married,high.school,unknown,yes,no,jun,fri,85,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0,0
13725,32,blue-collar,single,high.school,no,no,no,apr,fri,151,4,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,1,0
16578,45,admin.,married,university.degree,no,yes,no,aug,tue,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
36873,35,blue-collar,married,professional.course,no,yes,yes,may,fri,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
11022,55,technician,married,basic.9y,no,yes,no,jun,tue,183,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,0
24839,42,blue-collar,married,high.school,no,yes,no,apr,mon,360,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
8838,42,blue-collar,married,basic.4y,no,yes,yes,apr,thu,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0,0
32044,46,technician,married,professional.course,no,yes,yes,sep,thu,144,2,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,0,1,0
15872,43,unemployed,single,unknown,no,yes,no,nov,thu,87,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
2516,71,retired,married,basic.4y,no,yes,no,sep,tue,206,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0,0
22466,30,admin.,married,university.degree,no,yes,yes,aug,wed,1464,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0,0
5254,27,student,single,university.degree,no,no,yes,jun,mon,237,2,3,4,success,-1.7,94.055,-39.8,0.72,4991.6,0,1,1
37871,53,blue-collar,married,basic.9y,unknown,no,no,may,tue,755,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
10471,35,blue-collar,married,basic.6y,no,no,no,may,wed,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
32879,54,technician,married,professional.course,unknown,no,yes,aug,mon,281,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0,0
22635,37,blue-collar,married,basic.6y,unknown,no,no,jul,tue,65,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
21761,29,technician,single,professional.course,no,yes,no,may,mon,487,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0,0
39342,35,admin.,divorced,high.school,unknown,no,no,jul,tue,175,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0,0
3302,48,technician,divorced,professional.course,no,yes,yes,jul,wed,232,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
31514,53,services,divorced,basic.4y,unknown,yes,no,jul,wed,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
23663,41,admin.,divorced,university.degree,no,no,no,aug,tue,117,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0,0
31623,57,blue-collar,married,unknown,no,yes,no,jul,thu,240,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
39615,33,services,single,high.school,no,yes,no,apr,mon,44,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0,0,0
5339,42,blue-collar,married,high.school,no,yes,no,apr,mon,89,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0,0
13223,26,technician,single,professional.course,no,no,no,oct,mon,4,1,16,1,success,-1.1,94.601,-49.5,0.977,4963.6,0,1,1
12540,50,self-employed,married,basic.9y,unknown,no,no,jun,wed,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0,0
26471,45,technician,single,university.degree,no,no,no,may,tue,146,2,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,1,1,0
2751,22,blue-collar,single,basic.4y,unknown,yes,no,jul,fri,25,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0,0
33466,28,admin.,married,high.school,no,no,no,jul,wed,419,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
20228,32,admin.,married,university.degree,no,yes,no,aug,fri,88,5,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0,0
14062,51,technician,married,basic.9y,unknown,yes,no,jul,mon,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
38035,24,blue-collar,single,basic.9y,no,yes,no,jun,wed,406,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0,0
21405,28,blue-collar,single,basic.4y,unknown,yes,no,jul,fri,76,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0,0
23611,34,technician,single,university.degree,no,yes,no,mar,mon,253,2,999,1,failure,-1.8,92.843,-50.0,1.52,5099.1,0,1,0
11522,48,entrepreneur,married,basic.6y,no,no,no,may,wed,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0,0
2986,44,services,married,unknown,no,no,yes,jun,mon,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0,0
1349,41,admin.,single,university.degree,unknown,no,no,may,mon,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,0
3553,41,management,married,unknown,unknown,yes,no,may,wed,149,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0,0
25357,39,technician,married,professional.course,no,no,no,aug,mon,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
12922,39,blue-collar,married,basic.9y,no,yes,yes,may,tue,494,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0,0
32176,75,retired,married,basic.4y,no,no,no,aug,wed,248,2,6,3,success,-1.7,94.027,-38.3,0.903,4991.6,1,1,1
37796,36,blue-collar,single,basic.6y,no,yes,no,nov,tue,330,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1,0,0
19720,31,technician,married,professional.course,no,yes,no,apr,wed,131,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0,0,0
13903,52,retired,married,high.school,no,yes,no,aug,fri,293,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0,0
40695,55,admin.,married,university.degree,no,yes,no,aug,tue,358,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
36563,45,blue-collar,married,basic.4y,no,no,no,jun,wed,157,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0,0
23026,76,retired,married,basic.4y,no,yes,no,aug,fri,406,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,0,0,0
20649,31,technician,single,professional.course,no,no,no,aug,mon,196,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
27458,54,admin.,married,university.degree,unknown,no,no,jul,fri,67,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
21280,37,housemaid,married,university.degree,no,yes,no,nov,wed,129,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0,0,0
40076,42,services,single,high.school,no,no,no,may,thu,122,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0,0
3274,35,technician,divorced,professional.course,no,no,no,may,fri,354,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,0,0
15288,35,housemaid,single,university.degree,no,no,yes,may,mon,126,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0,0
26839,36,admin.,single,university.degree,no,no,yes,may,wed,1119,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0,0
4814,42,admin.,divorced,university.degree,no,yes,no,apr,fri,237,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,1,0
24060,50,blue-collar,married,basic.9y,no,no,no,aug,thu,524,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0,0
34786,50,blue-collar,married,professional.course,no,yes,no,aug,mon,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
33281,34,student,divorced,university.degree,no,yes,no,nov,thu,48,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0,0
6503,43,self-employed,divorced,university.degree,no,no,no,aug,mon,1529,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,1,0
35794,33,admin.,married,university.degree,no,yes,no,sep,thu,217,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0,0
34098,47,blue-collar,married,basic.6y,no,no,yes,may,wed,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0,0
265,80,retired,divorced,basic.4y,no,no,yes,jul,thu,169,2,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,1,1,1
4433,26,blue-collar,married,basic.9y,unknown,no,no,jul,tue,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0,0
16131,38,technician,married,high.school,no,no,no,aug,tue,89,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0,0
